 -136.000   36.000 12.2
 -135.800   36.000 12.4
 -135.600   36.000 12.1
 -135.400   36.000 12.3
 -135.200   36.000 12.1
 -135.000   36.000 12.2
 -134.800   36.000 12.2
 -134.600   36.000 12.4
 -134.400   36.000 11.9
 -134.200   36.000 12.4
 -134.000   36.000 12.5
 -133.800   36.000 12.5
 -133.600   36.000 12.3
 -133.400   36.000 12.2
 -133.200   36.000 12.4
 -133.000   36.000 12.2
 -132.800   36.000 12.2
 -132.600   36.000 12.1
 -132.400   36.000 12.1
 -132.200   36.000 12.1
 -132.000   36.000 12.1
 -131.800   36.000 12.1
 -131.600   36.000 12.0
 -131.400   36.000 12.0
 -131.200   36.000 12.1
 -131.000   36.000 12.1
 -130.800   36.000 12.1
 -130.600   36.000 12.0
 -130.400   36.000 12.1
 -130.200   36.000 11.9
 -130.000   36.000 11.9
 -129.800   36.000 12.0
 -129.600   36.000 11.7
 -129.400   36.000 11.9
 -129.200   36.000 11.8
 -129.000   36.000 11.8
 -128.800   36.000 11.9
 -128.600   36.000 11.8
 -128.400   36.000 11.9
 -128.200   36.000 11.9
 -128.000   36.000 12.1
 -127.800   36.000 12.0
 -127.600   36.000 12.1
 -127.400   36.000 12.1
 -127.200   36.000 12.0
 -127.000   36.000 12.1
 -126.800   36.000 11.7
 -126.600   36.000 12.0
 -126.400   36.000 12.0
 -126.200   36.000 12.0
 -126.000   36.000 12.0
 -125.800   36.000 12.0
 -125.600   36.000 12.0
 -125.400   36.000 12.0
 -125.200   36.000 11.9
 -125.000   36.000 11.9
 -124.800   36.000 11.6
 -124.600   36.000 11.7
 -124.400   36.000 11.5
 -124.200   36.000 11.4
 -124.000   36.000 11.3
 -123.800   36.000 11.3
 -123.600   36.000 11.1
 -123.400   36.000 10.9
 -123.200   36.000 11.1
 -123.000   36.000 11.0
 -122.800   36.000 11.0
 -122.600   36.000 10.8
 -122.400   36.000 10.3
 -122.200   36.000  9.1
 -122.000   36.000  8.7
 -121.800   36.000  8.5
 -121.600   36.000 38.0
 -121.400   36.000 38.0
 -121.200   36.000 38.0
 -121.000   36.000 38.0
 -120.800   36.000 38.0
 -120.600   36.000 38.0
 -120.400   36.000 38.0
 -120.200   36.000 38.0
 -120.000   36.000 38.0
 -119.800   36.000 38.0
 -119.600   36.000 38.0
 -119.400   36.000 38.0
 -119.200   36.000 38.0
 -119.000   36.000 38.0
 -118.800   36.000 38.0
 -118.600   36.000 38.0
 -118.400   36.000 38.0
 -118.200   36.000 38.0
 -118.000   36.000 38.0
 -136.000   36.200 12.3
 -135.800   36.200 12.3
 -135.600   36.200 12.2
 -135.400   36.200 12.2
 -135.200   36.200 12.2
 -135.000   36.200 12.2
 -134.800   36.200 12.2
 -134.600   36.200 12.1
 -134.400   36.200 12.2
 -134.200   36.200 12.3
 -134.000   36.200 12.6
 -133.800   36.200 12.4
 -133.600   36.200 12.3
 -133.400   36.200 12.4
 -133.200   36.200 12.5
 -133.000   36.200 12.1
 -132.800   36.200 11.9
 -132.600   36.200 12.2
 -132.400   36.200 12.2
 -132.200   36.200 12.1
 -132.000   36.200 12.1
 -131.800   36.200 12.1
 -131.600   36.200 12.1
 -131.400   36.200 12.0
 -131.200   36.200 12.0
 -131.000   36.200 12.1
 -130.800   36.200 12.0
 -130.600   36.200 12.0
 -130.400   36.200 12.0
 -130.200   36.200 11.9
 -130.000   36.200 12.1
 -129.800   36.200 12.0
 -129.600   36.200 11.9
 -129.400   36.200 11.8
 -129.200   36.200 11.9
 -129.000   36.200 11.9
 -128.800   36.200 12.2
 -128.600   36.200 11.8
 -128.400   36.200 11.9
 -128.200   36.200 11.9
 -128.000   36.200 11.9
 -127.800   36.200 12.0
 -127.600   36.200 12.0
 -127.400   36.200 12.1
 -127.200   36.200 12.1
 -127.000   36.200 12.1
 -126.800   36.200 12.1
 -126.600   36.200 11.9
 -126.400   36.200 12.0
 -126.200   36.200 12.0
 -126.000   36.200 12.0
 -125.800   36.200 12.0
 -125.600   36.200 12.0
 -125.400   36.200 11.9
 -125.200   36.200 11.9
 -125.000   36.200 11.9
 -124.800   36.200 11.6
 -124.600   36.200 11.6
 -124.400   36.200 11.3
 -124.200   36.200 11.4
 -124.000   36.200 11.3
 -123.800   36.200 11.2
 -123.600   36.200 11.0
 -123.400   36.200 10.9
 -123.200   36.200 10.9
 -123.000   36.200 10.7
 -122.800   36.200 10.7
 -122.600   36.200 10.6
 -122.400   36.200  9.0
 -122.200   36.200  8.5
 -122.000   36.200  8.1
 -121.800   36.200 38.0
 -121.600   36.200 38.0
 -121.400   36.200 38.0
 -121.200   36.200 34.0
 -121.000   36.200 46.8
 -120.800   36.200 46.2
 -120.600   36.200 46.2
 -120.400   36.200 46.6
 -120.200   36.200 47.8
 -120.000   36.200 48.0
 -119.800   36.200 48.0
 -119.600   36.200 48.0
 -119.400   36.200 38.0
 -119.200   36.200 38.0
 -119.000   36.200 38.0
 -118.800   36.200 38.0
 -118.600   36.200 38.0
 -118.400   36.200 38.0
 -118.200   36.200 38.0
 -118.000   36.200 38.0
 -136.000   36.400 12.2
 -135.800   36.400 12.1
 -135.600   36.400 12.2
 -135.400   36.400 12.2
 -135.200   36.400 12.2
 -135.000   36.400 12.2
 -134.800   36.400 12.1
 -134.600   36.400 12.3
 -134.400   36.400 12.3
 -134.200   36.400 12.3
 -134.000   36.400 12.4
 -133.800   36.400 12.4
 -133.600   36.400 12.3
 -133.400   36.400 12.3
 -133.200   36.400 12.3
 -133.000   36.400 12.3
 -132.800   36.400 12.2
 -132.600   36.400 12.2
 -132.400   36.400 12.1
 -132.200   36.400 12.2
 -132.000   36.400 12.0
 -131.800   36.400 12.1
 -131.600   36.400 12.0
 -131.400   36.400 12.0
 -131.200   36.400 11.9
 -131.000   36.400 11.9
 -130.800   36.400 12.0
 -130.600   36.400 12.0
 -130.400   36.400 12.1
 -130.200   36.400 12.1
 -130.000   36.400 12.0
 -129.800   36.400 12.0
 -129.600   36.400 11.9
 -129.400   36.400 12.0
 -129.200   36.400 12.0
 -129.000   36.400 11.9
 -128.800   36.400 12.0
 -128.600   36.400 11.9
 -128.400   36.400 12.0
 -128.200   36.400 11.9
 -128.000   36.400 12.1
 -127.800   36.400 12.0
 -127.600   36.400 12.0
 -127.400   36.400 12.1
 -127.200   36.400 12.1
 -127.000   36.400 12.0
 -126.800   36.400 12.1
 -126.600   36.400 11.9
 -126.400   36.400 12.0
 -126.200   36.400 12.0
 -126.000   36.400 12.0
 -125.800   36.400 11.9
 -125.600   36.400 11.9
 -125.400   36.400 11.9
 -125.200   36.400 11.9
 -125.000   36.400 11.9
 -124.800   36.400 11.7
 -124.600   36.400 11.5
 -124.400   36.400 11.4
 -124.200   36.400 11.4
 -124.000   36.400 11.3
 -123.800   36.400 11.2
 -123.600   36.400 11.1
 -123.400   36.400 10.9
 -123.200   36.400 10.8
 -123.000   36.400 10.6
 -122.800   36.400 10.4
 -122.600   36.400 10.4
 -122.400   36.400  9.0
 -122.200   36.400  8.4
 -122.000   36.400  7.9
 -121.800   36.400 34.0
 -121.600   36.400 34.6
 -121.400   36.400 38.5
 -121.200   36.400 39.8
 -121.000   36.400 40.5
 -120.800   36.400 40.9
 -120.600   36.400 41.7
 -120.400   36.400 42.9
 -120.200   36.400 44.9
 -120.000   36.400 45.4
 -119.800   36.400 46.3
 -119.600   36.400 48.0
 -119.400   36.400 48.0
 -119.200   36.400 38.0
 -119.000   36.400 38.0
 -118.800   36.400 38.0
 -118.600   36.400 38.0
 -118.400   36.400 38.0
 -118.200   36.400 38.0
 -118.000   36.400 38.0
 -136.000   36.600 12.3
 -135.800   36.600 12.4
 -135.600   36.600 12.1
 -135.400   36.600 12.2
 -135.200   36.600 12.1
 -135.000   36.600 12.2
 -134.800   36.600 12.2
 -134.600   36.600 12.2
 -134.400   36.600 12.3
 -134.200   36.600 12.2
 -134.000   36.600 12.3
 -133.800   36.600 12.3
 -133.600   36.600 12.4
 -133.400   36.600 12.3
 -133.200   36.600 12.3
 -133.000   36.600 12.2
 -132.800   36.600 12.0
 -132.600   36.600 12.2
 -132.400   36.600 12.0
 -132.200   36.600 12.0
 -132.000   36.600 12.1
 -131.800   36.600 11.9
 -131.600   36.600 12.0
 -131.400   36.600 11.9
 -131.200   36.600 11.9
 -131.000   36.600 12.0
 -130.800   36.600 11.9
 -130.600   36.600 12.1
 -130.400   36.600 12.2
 -130.200   36.600 12.0
 -130.000   36.600 12.0
 -129.800   36.600 12.1
 -129.600   36.600 11.9
 -129.400   36.600 11.9
 -129.200   36.600 11.9
 -129.000   36.600 12.0
 -128.800   36.600 11.9
 -128.600   36.600 12.0
 -128.400   36.600 11.9
 -128.200   36.600 12.0
 -128.000   36.600 12.0
 -127.800   36.600 12.0
 -127.600   36.600 12.0
 -127.400   36.600 12.0
 -127.200   36.600 12.0
 -127.000   36.600 12.0
 -126.800   36.600 12.1
 -126.600   36.600 11.9
 -126.400   36.600 12.0
 -126.200   36.600 11.5
 -126.000   36.600 11.9
 -125.800   36.600 11.9
 -125.600   36.600 11.9
 -125.400   36.600 11.9
 -125.200   36.600 11.9
 -125.000   36.600 11.8
 -124.800   36.600 11.7
 -124.600   36.600 11.5
 -124.400   36.600 11.4
 -124.200   36.600 11.4
 -124.000   36.600 11.3
 -123.800   36.600 11.2
 -123.600   36.600 11.1
 -123.400   36.600 10.9
 -123.200   36.600 10.8
 -123.000   36.600 10.4
 -122.800   36.600 10.4
 -122.600   36.600 10.0
 -122.400   36.600 10.3
 -122.200   36.600  9.0
 -122.000   36.600 27.2
 -121.800   36.600 30.4
 -121.600   36.600 36.7
 -121.400   36.600 38.2
