 -122.556     52.759  29.0
 -124.132     52.549  35.0
 -125.085     52.510  34.0
 -123.109     51.740  30.0
 -124.255     52.014  22.0
 -123.124     52.632  31.0
 -124.083     52.892  30.0
 -123.779     52.954  31.0
 -122.925     47.713  39.8
 -123.024     47.738  34.8
 -122.885     47.711  39.2
 -123.789     44.621  34.0
 -122.186     44.684  40.5
 -122.972     47.717  38.5
 -123.559     45.931  34.2
 -124.566     47.947  29.2
 -123.754     45.214  33.2
 -121.653     45.321  41.0
 -124.049     43.752  32.2
 -120.635     45.236  38.8
 -123.563     46.546  30.2
 -121.810     46.750  43.0
 -123.504     48.057  41.0
 -120.665     47.256  47.0
 -123.877     46.266  26.5
 -121.484     48.518  37.8
 -124.396     47.933  29.0
 -122.085     48.998  36.2
 -123.799     46.422  34.0
 -121.677     48.853  43.2
 -123.434     46.972  33.2
 -124.082     43.743  31.8
 -123.922     44.622  36.5
 -121.689     47.695  25.0
 -123.771     47.117  35.0
 -121.882     50.609  36.8
 -123.076     50.519  38.2
 -122.707     48.720  39.0
 -122.706     48.720  33.0
 -122.085     48.998  36.8
 -121.480     49.098  34.5
 -120.384     49.048  36.8
 -123.504     48.057  40.5
 -122.096     48.264  29.2
 -122.096     48.264  34.8
 -121.484     48.518  37.2
 -120.120     48.461  36.2
 -124.566     47.947  29.0
 -122.972     47.717  39.0
 -120.894     47.923  37.8
 -120.894     47.923  38.0
 -120.061     47.690  29.8
 -124.000     44.676  31.2
 -123.292     44.676  43.8
 -122.186     44.684  40.2
 -121.227     44.647  40.2
 -120.335     44.734  43.0
 -121.461     40.816  40.2
 -123.830     44.004  38.8
 -123.847     44.106  40.8
 -123.278     43.973  42.5
 -122.411     43.794  39.5
 -121.267     44.163  26.2
 -121.340     44.339  38.8
 -120.211     43.944  39.8
 -123.931     43.161  43.2
 -123.931     43.161  43.0
 -123.575     43.365  46.0
 -122.109     43.241  39.2
 -122.109     43.240  38.8
 -121.236     43.284  39.8
 -121.235     43.285  39.5
 -120.153     43.252  37.2
 -122.705     40.974  25.0
 -123.820     40.140  30.5
 -122.788     40.177  40.8
 -122.788     40.177  40.2
 -122.032     39.997  27.8
 -121.802     40.295  28.8
 -121.802     40.295  34.5
 -121.086     40.320  41.2
 -120.918     39.962  42.2
 -123.338     39.469  25.0
 -120.608     39.303  45.2
 -122.014     38.633  33.5
 -121.377     38.839  29.5
 -120.936     38.257  33.2
 -120.076     38.703  44.0
 -121.786     39.229  42.5
 -124.469     42.809  23.2
 -123.490     42.767  41.2
 -123.665     42.696  45.8
 -121.754     42.625  45.0
 -120.893     42.726  38.8
 -120.251     42.799  42.2
 -123.602     42.156  41.2
 -123.603     42.158  41.2
 -123.603     42.158  41.2
 -121.891     42.175  40.2
 -122.305     42.218  41.8
 -120.834     42.047  37.8
 -120.740     38.755  33.2
 -124.122     41.847  22.8
 -122.854     41.392  43.5
 -122.122     41.274  44.5
 -121.839     41.783  39.8
 -121.146     41.359  37.5
 -120.477     41.205  40.5
 -123.306     40.822  30.8
 -123.771     47.116  33.0
 -123.089     47.535  38.5
 -122.803     47.111  25.0
 -120.844     47.194  40.2
 -123.563     46.546  31.5
 -122.720     46.593  45.8
 -121.760     46.560  44.8
 -120.979     46.543  44.8
 -123.559     45.931  34.2
 -123.011     46.083  42.8
 -121.459     45.884  38.0
 -121.460     45.885  39.0
 -120.782     45.766  39.5
 -121.317     45.242  38.0
 -121.317     45.242  38.0
 -120.635     45.236  38.5
 -121.368     43.821  41.8
 -121.149     43.751  39.0
 -121.233     43.722  44.0
 -122.218     46.275  43.5
 -121.643     46.859  30.0
 -122.224     46.238  45.0
 -122.217     46.178  41.8
 -121.355     43.673  38.5
 -121.664     44.241  40.8
 -121.145     43.602  32.0
 -122.189     46.214  36.8
 -121.817     44.060  40.0
 -123.870     47.390  26.2
 -124.178     47.749  28.2
 -122.458     38.345  25.5
 -122.716     39.655  35.8
 -123.072     38.993  32.8
 -122.957     42.607  33.8
 -124.030     40.817  26.2
 -122.880     38.145  25.5
 -122.443     38.879  25.0
 -120.303     41.902  38.0
 -121.500     39.555  35.5
 -122.541     40.580  25.0
 -120.605     38.153  33.8
 -120.709     38.382  26.5
 -120.535     38.502  47.5
 -120.991     38.562  42.8
 -120.265     38.884  40.5
 -120.155     39.052  28.2
 -121.196     38.703  32.8
 -120.950     38.848  31.2
 -120.753     39.028  32.2
 -120.466     39.089  42.8
 -120.388     39.315  40.8
 -120.041     39.472  38.0
 -120.931     39.194  43.0
 -120.576     39.625  39.5
 -120.225     39.650  37.5
 -120.010     39.826  36.5
 -121.347     39.236  38.5
 -121.163     39.384  26.8
 -120.846     39.478  43.2
 -120.714     39.804  40.5
 -120.188     40.025  36.2
 -120.641     40.011  38.5
 -120.397     40.181  37.2
 -121.172     40.109  43.5
 -120.602     40.345  35.5
 -120.360     39.867  37.8
 -120.155     39.052  42.0
 -120.331     39.571  41.5
 -121.086     38.193  34.0
 -123.243     43.119  47.2
 -120.873     43.811  25.0
 -120.941     43.792  38.0
 -123.370     42.500  40.2
 -123.154     47.454  42.0
 -122.911     47.813  46.0
 -120.300     41.900  39.0
 -124.120     41.850  22.0
 -121.840     41.780  40.0
