9
-114.83 32.41
-116.20 32.40
-117.23 32.69
-117.68 33.43
-119.78 34.37
-119.54 35.00
-117.85 36.53
-116.11 34.90
-115.60 33.75
  -113.17667  33.54383  -240.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.29417  33.44833  -225.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.41150  33.35266  -210.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.52866  33.25700  -195.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.64584  33.16133  -180.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.76266  33.06583  -165.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.87950  32.97017  -150.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.99617  32.87450  -135.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.11266  32.77900  -120.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.22916  32.68333  -105.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.34534  32.58767   -90.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.46150  32.49217   -75.00  -390.00     0.00   5.2018   1.7800   0.0005   0.0000
  -114.57750  32.39650   -60.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.69334  32.30083   -45.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.80917  32.20533   -30.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.92484  32.10966   -15.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.04034  32.01400     0.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.15567  31.91850    15.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.27100  31.82283    30.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.38600  31.72717    45.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.50100  31.63167    60.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.61600  31.53600    75.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.73067  31.44033    90.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.84534  31.34483   105.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.95983  31.24917   120.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -116.07417  31.15350   135.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -116.18833  31.05783   150.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -116.30250  30.96233   165.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -116.41650  30.86667   180.00  -390.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.28883  33.63950  -240.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.40633  33.54383  -225.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.52367  33.44833  -210.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.64100  33.35266  -195.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.75800  33.25700  -180.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.87500  33.16133  -165.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -113.99167  33.06583  -150.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.10833  32.97017  -135.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.22500  32.87450  -120.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.34133  32.77900  -105.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.45766  32.68333   -90.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.57383  32.58767   -75.00  -375.00     0.00   5.0315   1.7201   0.0089   0.0175
  -114.68983  32.49217   -60.00  -375.00     0.00   5.2014   1.7800   0.0004   0.0000
  -114.80566  32.39650   -45.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -114.92150  32.30083   -30.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.03717  32.20533   -15.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.15266  32.10966     0.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.26800  32.01400    15.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.38316  31.91850    30.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.49834  31.82283    45.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.61333  31.72717    60.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.72816  31.63167    75.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.84300  31.53600    90.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -115.95766  31.44033   105.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -116.07217  31.34483   120.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -116.18650  31.24917   135.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
  -116.30067  31.15350   150.00  -375.00     0.00   5.2500   1.7800   0.0000   0.0000
