301 -3000.0    20.0
301 -3000.0    20.0
17
     1.80664E-02    2.02974
     1.85547E-02    18.9260
     1.90430E-02    38.4690
     1.95312E-02    59.2300
     2.00195E-02    79.5522
     2.05078E-02    97.7195
     2.09961E-02    112.139
     2.14844E-02    121.514
     2.19727E-02    124.989
     2.24609E-02    122.243
     2.29492E-02    113.527
     2.34375E-02    99.6368
     2.39258E-02    81.8231
     2.44141E-02    61.6523
     2.49023E-02    40.8367
     2.53906E-02    21.0514
     2.58789E-02    3.76268
     
