301 -3000.0    20.0
301 -3000.0    20.0
17
     2.09961E-02    1.65009E-02
     2.14844E-02    16.4102
     2.19727E-02    35.6478
     2.24609E-02    56.3166
     2.29492E-02    76.7877
     2.34375E-02    95.3468
     2.39258E-02    110.375
     2.44141E-02    120.526
     2.49023E-02    124.873
     2.53906E-02    123.012
     2.58789E-02    115.112
     2.63672E-02   101.8924
     2.68555E-02    84.5443
     2.73438E-02    64.5990
     2.78320E-02    43.7601
     2.83203E-02    23.7210
     2.88086E-02    5.98997
     
