301 -3000.0    20.0
301 -3000.0    20.0
17
     3.61328E-02    4.14039
     3.66211E-02    21.5076
     3.71094E-02    41.3368
     3.75977E-02    62.1550
     3.80859E-02    82.2853
     3.85742E-02   100.0184
     3.90625E-02    113.795
     3.95508E-02    122.376
     4.00391E-02    124.979
     4.05273E-02    121.365
     4.10156E-02    111.868
     4.15039E-02    97.3526
     4.19922E-02    79.1217
     4.24805E-02    58.7709
     4.29688E-02    38.0150
     4.34570E-02    18.5068
     4.39453E-02    1.66906
     
