301 -3000.0    20.0
301 -3000.0    20.0
17
     1.61133E-02    3.53807
     1.66016E-02    20.8800
     1.70898E-02    40.7178
     1.75781E-02    61.5768
     1.80664E-02    81.7778
     1.85547E-02    99.6089
     1.90430E-02    113.508
     1.95312E-02    122.231
     2.00195E-02    124.991
     2.05078E-02    121.540
     2.09961E-02    112.202
     2.14844E-02    97.8295
     2.19727E-02    79.7136
     2.24609E-02    59.4384
     2.29492E-02    38.7107
     2.34375E-02    19.1793
     2.39258E-02    2.26850
     
