301 -3000.0    20.0
301 -3000.0    20.0
18
     3.07617E-02    6.66315
     3.12500E-02    8.04148
     3.17383E-02    26.0981
     3.22266E-02    46.2907
     3.27148E-02    67.0869
     3.32031E-02    86.7881
     3.36914E-02   103.7057
     3.41797E-02    116.342
     3.46680E-02    123.554
     3.51562E-02    124.681
     3.56445E-02    119.617
     3.61328E-02    108.827
     3.66211E-02    93.2904
     3.71094E-02    74.3932
     3.75977E-02    53.7777
     3.80859E-02    33.1625
     3.85742E-02    14.1628
     3.90625E-02    1.87286
     
