301 -3000.0    20.0
301 -3000.0    20.0
18
     2.58789E-02    3.53108
     2.63672E-02    12.1020
     2.68555E-02    30.8319
     2.73438E-02    51.3480
     2.78320E-02    72.0573
     2.83203E-02    91.2438
     2.88086E-02    107.248
     2.92969E-02    118.647
     2.97852E-02    124.407
     3.02734E-02    124.004
     3.07617E-02    117.476
     3.12500E-02    105.422
     3.17383E-02    88.9345
     3.22266E-02    69.4771
     3.27148E-02    48.7242
     3.32031E-02    28.3817
     3.36914E-02   10.00929
     3.41797E-02    5.13375
     
