301 -3000.0    20.0
301 -3000.0    20.0
17
     4.10156E-02   0.486985
     4.15039E-02    17.0659
     4.19922E-02    36.4131
     4.24805E-02    57.1304
     4.29688E-02    77.5771
     4.34570E-02    96.0362
     4.39453E-02    110.896
     4.44336E-02    120.825
     4.49219E-02    124.920
     4.54102E-02    122.802
     4.58984E-02    114.668
     4.63867E-02   101.2584
     4.68750E-02    83.7826
     4.73633E-02    63.7808
     4.78516E-02    42.9569
     4.83398E-02    22.9970
     4.88281E-02    5.39503
     
