301 -3000.0    20.0
301 -3000.0    20.0
18
     4.58984E-02    2.97334
     4.63867E-02    12.7806
     4.68750E-02    31.5880
     4.73633E-02    52.1279
     4.78516E-02    72.8020
     4.83398E-02    91.8943
     4.88281E-02    107.751
     4.93164E-02    118.959
     4.98047E-02    124.502
     5.02930E-02    123.871
     5.07812E-02    117.127
     5.12695E-02   104.8846
     5.17578E-02    88.2538
     5.22461E-02    68.7090
     5.27344E-02    47.9307
     5.32227E-02    27.6246
     5.37109E-02    9.34371
     5.41992E-02    5.66453
     
