301 -3000.0    20.0
301 -3000.0    20.0
19
  0.0578613281  8.67755604
  0.0581054688  37.2309494
  0.0583496094  69.3047256
  0.05859375  102.998978
  0.0588378906  136.176849
  0.0590820312  166.635071
  0.0593261719  192.285416
  0.0595703125  211.329758
  0.0598144531  222.413208
  0.0600585938  224.740173
  0.0603027344  218.143188
  0.060546875  203.097168
  0.0607910156  180.678543
  0.0610351562  152.472473
  0.0612792969  120.437332
  0.0615234375  86.7391357
  0.0617675781  53.5712471
  0.0620117188  22.9762707
  0.0622558594  3.31389451

